10/3/2013 11:38:00 AM	0	0
10/3/2013 11:39:00 AM	0	0
10/3/2013 11:40:00 AM	0	0
10/3/2013 11:41:00 AM	0	0
10/3/2013 11:42:00 AM	0	0
10/3/2013 11:43:00 AM	0	0
10/3/2013 11:44:00 AM	0	0
10/3/2013 11:45:00 AM	0	0
10/3/2013 11:46:00 AM	0	0
10/3/2013 11:47:00 AM	0	0
10/3/2013 11:48:00 AM	0	0
10/3/2013 11:49:00 AM	0	0
10/3/2013 11:50:00 AM	0	0
10/3/2013 11:51:00 AM	0	0
10/3/2013 11:52:00 AM	0	0
10/3/2013 11:53:00 AM	0	0
10/3/2013 11:54:00 AM	0	0
10/3/2013 11:55:00 AM	0	0
10/3/2013 11:56:00 AM	0	0
10/3/2013 11:57:00 AM	0	0
10/3/2013 11:58:00 AM	0	0
10/3/2013 11:59:00 AM	0	0
10/3/2013 12:00:00 PM	0	0
10/3/2013 12:01:00 PM	0	0
10/3/2013 12:02:00 PM	0	0
10/3/2013 12:03:00 PM	0	0
10/3/2013 12:04:00 PM	0	0
10/3/2013 12:05:00 PM	0	0
10/3/2013 12:06:00 PM	0	0
10/3/2013 12:07:00 PM	0	0
10/3/2013 12:08:00 PM	0	0
10/3/2013 12:09:00 PM	0	0
10/3/2013 12:10:00 PM	0	0
10/3/2013 12:11:00 PM	0	0
10/3/2013 12:12:00 PM	0	0
10/3/2013 12:13:00 PM	0	0
10/3/2013 12:14:00 PM	0	0
10/3/2013 12:15:00 PM	0	0
10/3/2013 12:16:00 PM	0	0
10/3/2013 12:17:00 PM	0	0
10/3/2013 12:18:00 PM	0	0
10/3/2013 12:19:00 PM	0	0
10/3/2013 12:20:00 PM	0	0
10/3/2013 12:21:00 PM	0	0
10/3/2013 12:22:00 PM	0	0
10/3/2013 12:23:00 PM	0	0
10/3/2013 12:24:00 PM	0	0
10/3/2013 12:25:00 PM	0	0
10/3/2013 12:26:00 PM	0	0
10/3/2013 12:27:00 PM	0	0
10/3/2013 12:28:00 PM	0	0
10/3/2013 12:29:00 PM	0	0
10/3/2013 12:30:00 PM	0	0
10/3/2013 12:31:00 PM	0	0
10/3/2013 12:32:00 PM	0	0
10/3/2013 12:33:00 PM	0	0
10/3/2013 12:34:00 PM	0	0
10/3/2013 12:35:00 PM	0	0
10/3/2013 12:36:00 PM	0	0
10/3/2013 12:37:00 PM	0	0
10/3/2013 12:38:00 PM	0	0
10/3/2013 12:39:00 PM	0	0
10/3/2013 12:40:00 PM	0	0
10/3/2013 12:41:00 PM	0	0
10/3/2013 12:42:00 PM	0	0
10/3/2013 12:43:00 PM	0	0
10/3/2013 12:44:00 PM	0	0
10/3/2013 12:45:00 PM	0	0
10/3/2013 12:46:00 PM	0	0
10/3/2013 12:47:00 PM	0	0
10/3/2013 12:48:00 PM	0	0
10/3/2013 12:49:00 PM	0	0
10/3/2013 12:50:00 PM	0	0
10/3/2013 12:51:00 PM	0	0
10/3/2013 12:52:00 PM	0	0
10/3/2013 12:53:00 PM	0	0
10/3/2013 12:54:00 PM	0	0
10/3/2013 12:55:00 PM	0	0
10/3/2013 12:56:00 PM	0	0
10/3/2013 12:57:00 PM	0	0
10/3/2013 12:58:00 PM	0	0
10/3/2013 12:59:00 PM	0	0
10/3/2013 1:00:00 PM	0	0
10/3/2013 1:01:00 PM	0	0
10/3/2013 1:02:00 PM	0	0
10/3/2013 1:03:00 PM	0	0
10/3/2013 1:04:00 PM	0	0
10/3/2013 1:05:00 PM	0	0
10/3/2013 1:06:00 PM	0	0
10/3/2013 1:07:00 PM	0	0
10/3/2013 1:08:00 PM	0	0
10/3/2013 1:09:00 PM	0	0
10/3/2013 1:10:00 PM	0	0
10/3/2013 1:11:00 PM	0	0
10/3/2013 1:12:00 PM	0	0
10/3/2013 1:13:00 PM	0	0
10/3/2013 1:14:00 PM	0	0
10/3/2013 1:15:00 PM	0	0
10/3/2013 1:16:00 PM	0	0
10/3/2013 1:17:00 PM	0	0
10/3/2013 1:18:00 PM	0	0
10/3/2013 1:19:00 PM	0	0
10/3/2013 1:20:00 PM	0	0
10/3/2013 1:21:00 PM	0	0
10/3/2013 1:22:00 PM	0	0
10/3/2013 1:23:00 PM	0	0
10/3/2013 1:24:00 PM	0	0
10/3/2013 1:25:00 PM	0	0
10/3/2013 1:26:00 PM	0	0
10/3/2013 1:27:00 PM	0	0
10/3/2013 1:28:00 PM	0	0
10/3/2013 1:29:00 PM	0	0
10/3/2013 1:30:00 PM	0	0
10/3/2013 1:31:00 PM	0	0
10/3/2013 1:32:00 PM	0	0
10/3/2013 1:33:00 PM	0	0
10/3/2013 1:34:00 PM	0	0
10/3/2013 1:35:00 PM	0	0
10/3/2013 1:36:00 PM	0	0
10/3/2013 1:37:00 PM	0	0
10/3/2013 1:38:00 PM	0	0
10/3/2013 1:39:00 PM	0	0
10/3/2013 1:40:00 PM	0	0
10/3/2013 1:41:00 PM	0	0
10/3/2013 1:42:00 PM	43	6
10/3/2013 1:43:00 PM	7	0
10/3/2013 1:44:00 PM	3	0
10/3/2013 1:45:00 PM	1	0
10/3/2013 1:46:00 PM	1	0
10/3/2013 1:47:00 PM	1	0
10/3/2013 1:48:00 PM	1	0
10/3/2013 1:49:00 PM	1	0
10/3/2013 1:50:00 PM	1	0
10/3/2013 1:51:00 PM	1	0
10/3/2013 1:52:00 PM	0	0
10/3/2013 1:53:00 PM	0	0
10/3/2013 1:54:00 PM	0	0
10/3/2013 1:55:00 PM	0	0
10/3/2013 1:56:00 PM	0	0
10/3/2013 1:57:00 PM	0	0
10/3/2013 1:58:00 PM	0	0
10/3/2013 1:59:00 PM	0	0
10/3/2013 2:00:00 PM	0	0
10/3/2013 2:01:00 PM	0	0
10/3/2013 2:02:00 PM	0	0
